id,source,target,similarity
5479,1974981223,1978022473,1
5480,40227122,4861278086,0.866025
5481,1969420729,1969712454,1
5482,31122582,88718119,0.707107
5483,4861278086,75392146,1
5484,2493287096,627865229,0.707107
5485,207046341,2446943442,0.707107
5486,2848705919,2853872685,1
5487,242157832,720875149,1
5488,28615971,42624414,1
5489,74265783,757364653014016000,0.57735
5490,15755071,31288110,0.57735
5491,1049978412,134552828,0.707107
5492,1255475023,40227122,0.866025
5493,40227122,733803430007955456,0.866025
5494,580975146,785317194695577605,0.707107
5495,1969368720,1975427846,1
5496,31288110,521754789,0.707107
5497,227490287,442077506,1
5498,2694972208,3235220435,0.707107
5499,1558645760,88718119,1
5500,1900286719,1969769202,1
5501,4169033472,755817136703082500,1
5502,1974981223,1977061699,1
5503,1973545422,4547154629,1
5504,303709614,3380406579,0.288675
5505,313775431,4654741997,0.707107
5506,242171965,720875149,1
5507,108146158,2463270592,1
5508,36783236,755547494369660928,0.866025
5509,88718119,930084780,1
5510,1549759548,757364653014016000,0.666667
5511,45608857,992148966,0.5
5512,1978022473,618839438,1
5513,122448174,442077506,1
5514,618587448,754817647,1
5515,1969420729,3052032968,1
5516,1969634864,1974188150,1
5517,11886822,95220220,0.707107
5518,2892484043,995443722,1
5519,3413198241,733803430007955456,0.333333
5520,1896595753,874859443,0.353553
5521,1180622503,4776169636,1
5522,349632099,712976695,0.707107
5523,47080825,78583942,1
5524,303709614,313775431,0.408248
5525,325053871,712405808789757953,1
5526,479604138,780646765829562369,0.218218
5527,104572917,15748239,1
5528,372562995,723251650174017536,0.707107
5529,18067164,592185078,1
5530,1180622503,2446943442,1
5531,1969420729,1978022473,1
5532,1974868602,618839438,1
5533,265245636,42624414,1
5534,1971211453,1975395252,1
5535,1977828739,1977910574,1
5536,1900286719,4547154629,1
5537,218993498,786374824948105216,0.707107
5538,31122582,93327360,0.707107
5539,221963057,384005220,0.57735
5540,1974981223,3043507956,1
5541,2749640440,42624414,1
